Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
JavaRTS,entity,palmTree,draw,9,4,0,333,0
JavaRTS,entity,powerPlant,powerPlant,84,5,4,53,0
JavaRTS,entity,powerPlant,makePolygons,237,24,0,173,0
JavaRTS,entity,powerPlant,update,192,29,0,545,0
JavaRTS,entity,powerPlant,draw,7,3,0,826,0
JavaRTS,entity,powerPlant,getMovement,3,1,0,835,0
JavaRTS,entity,refinery,refinery,87,4,4,72,0
JavaRTS,entity,refinery,makePolygons,326,13,0,193,0
JavaRTS,entity,refinery,addPolygon,9,3,2,688,0
JavaRTS,entity,refinery,update,246,37,0,700,0
JavaRTS,entity,refinery,droppingAreaIsFull,14,5,1,1059,0
JavaRTS,entity,refinery,hasExit,11,4,0,1080,0
JavaRTS,entity,refinery,draw,9,4,0,1099,0
JavaRTS,entity,refinery,getMovement,3,1,0,1112,0
JavaRTS,entity,rocketTank,rocketTank,61,3,3,83,0
JavaRTS,entity,rocketTank,makePolygons,67,2,0,174,0
JavaRTS,entity,rocketTank,update,174,46,0,278,0
JavaRTS,entity,rocketTank,updateGeometry,68,8,0,527,0
JavaRTS,entity,rocketTank,carryOutCommands,20,6,0,622,0
JavaRTS,entity,rocketTank,performStandByLogic,30,14,0,646,0
JavaRTS,entity,rocketTank,performAttackLogic,137,28,0,702,0
JavaRTS,entity,rocketTank,performAttackMoveLogic,47,18,0,873,0
JavaRTS,entity,rocketTank,performMovementLogic,64,11,0,937,0
JavaRTS,entity,rocketTank,calculateMovement_unit,4,1,0,1025,0
JavaRTS,entity,rocketTank,fireRocket,53,6,1,1034,0
JavaRTS,entity,rocketTank,draw,11,4,0,1099,0
JavaRTS,entity,rocketTank,getMaxHp,3,1,0,1117,0
JavaRTS,entity,solidObject,getCentre,3,1,0,174,0
JavaRTS,entity,solidObject,getRealCentre,3,1,0,179,0
JavaRTS,entity,solidObject,getVisibility,3,1,0,184,0
JavaRTS,entity,solidObject,put,7,1,3,189,0
JavaRTS,entity,solidObject,change,6,1,4,198,0
JavaRTS,entity,solidObject,createColor,3,1,3,206,0
JavaRTS,entity,solidObject,getID,3,1,0,212,0
JavaRTS,entity,solidObject,generateTileCheckList,35,9,1,218,0
JavaRTS,entity,solidObject,createBitmapVision,12,4,1,261,0
JavaRTS,entity,solidObject,clonePolygons,22,5,2,275,0
JavaRTS,entity,solidObject,isStable,8,3,1,306,0
JavaRTS,entity,solidObject,removeFromGridMap,35,13,0,317,0
JavaRTS,entity,solidObject,updateOccupiedTiles,110,33,2,361,0
JavaRTS,entity,solidObject,retriveSurroundingObject,52,21,2,482,0
JavaRTS,entity,solidObject,validateMovement,220,45,0,551,0
JavaRTS,entity,solidObject,countOccupiedBlocks,29,8,6,827,0
JavaRTS,entity,solidObject,countOccupiedBlocksDuringAttack,32,9,6,862,0
JavaRTS,entity,solidObject,checkForCollision,83,33,1,901,0
JavaRTS,entity,solidObject,calculateMovement,5,1,0,1011,0
JavaRTS,entity,solidObject,changeMovement,6,5,1,1017,0
JavaRTS,entity,solidObject,checkIfTileIsOccupiedByStaticUnitProbe,13,5,2,1028,0
JavaRTS,entity,solidObject,checkIfTileIsOccupiedByStaticUnitPoint,12,5,2,1047,0
JavaRTS,entity,solidObject,hugWalls,232,45,0,1066,0
JavaRTS,entity,solidObject,checkIfDestinationReached,71,15,0,1371,0
JavaRTS,entity,solidObject,avoidGettingStucked,20,5,0,1469,0
JavaRTS,entity,solidObject,toString,20,17,0,1498,0
JavaRTS,entity,solidObject,printCurrentCommand,7,6,0,1537,0
JavaRTS,entity,solidObject,printMovementStatus,5,4,0,1550,0
JavaRTS,entity,solidObject,printAttackStatus,5,4,0,1559,0
JavaRTS,entity,solidObject,getDistance,3,1,1,1569,0
JavaRTS,entity,solidObject,attackMoveTo,16,1,2,1573,0
JavaRTS,entity,solidObject,getMovement,3,1,0,1596,0
JavaRTS,entity,solidObject,moveTo,9,2,2,1600,0
JavaRTS,entity,solidObject,attack,6,2,1,1619,0
JavaRTS,entity,solidObject,resetLogicStatus,13,2,0,1626,0
JavaRTS,entity,solidObject,willDieFromIncomingAttack,3,1,0,1642,0
JavaRTS,entity,solidObject,update,2,1,0,1647,0
JavaRTS,entity,solidObject,draw,2,1,0,1648,0
JavaRTS,entity,solidObject,harvest,2,1,1,1649,0
JavaRTS,entity,solidObject,returnToRefinery,2,1,1,1650,0
JavaRTS,entity,solidObject,hold,3,1,0,1651,0
JavaRTS,entity,solidObject,getMaxHp,3,1,0,1652,0
JavaRTS,entity,stealthTank,stealthTank,61,5,3,77,0
JavaRTS,entity,stealthTank,makePolygons,130,8,0,157,0
JavaRTS,entity,stealthTank,update,216,63,0,363,0
JavaRTS,entity,stealthTank,updateGeometry,57,8,0,674,0
JavaRTS,entity,stealthTank,carryOutCommands,20,6,0,754,0
JavaRTS,entity,stealthTank,resetLogicStatus,13,1,0,775,0
JavaRTS,entity,stealthTank,performStandByLogic,22,8,0,790,0
JavaRTS,entity,stealthTank,performMovementLogic,64,11,0,819,0
JavaRTS,entity,stealthTank,performAttackLogic,155,32,0,909,0
JavaRTS,entity,stealthTank,performAttackMoveLogic,31,10,0,1102,0
JavaRTS,entity,stealthTank,fireRailgunShot,151,36,1,1141,0
JavaRTS,entity,stealthTank,draw,15,4,0,1343,0
JavaRTS,entity,stealthTank,getMaxHp,3,1,0,1368,0
JavaRTS,entity,techCenter,resetResarchStatus,21,1,0,73,0
JavaRTS,entity,techCenter,techCenter,81,5,4,97,0
JavaRTS,entity,techCenter,makePolygons,378,28,0,211,0
JavaRTS,entity,techCenter,update,336,64,0,1323,0
JavaRTS,entity,techCenter,researchLightTank,14,2,1,1766,0
JavaRTS,entity,techCenter,researchRocketTank,14,2,1,1780,0
JavaRTS,entity,techCenter,researchStealthTank,14,2,1,1794,0
JavaRTS,entity,techCenter,researchHeavyTank,14,2,1,1808,0
JavaRTS,entity,techCenter,cancelResearch,18,2,1,1823,0
JavaRTS,entity,techCenter,upgradeLightTank,9,4,1,1842,0
JavaRTS,entity,techCenter,upgradeRocketTank,7,3,1,1855,0
JavaRTS,entity,techCenter,upgradeStealthTank,7,3,1,1863,0
JavaRTS,entity,techCenter,upgradeHeavyTank,7,3,1,1871,0
JavaRTS,entity,techCenter,draw,9,4,0,1880,0
JavaRTS,entity,techCenter,getMovement,3,1,0,1892,0
JavaRTS,entity,tokenObject,tokenObject,17,3,4,13,0
JavaRTS,entity,tokenObject,getMovement,3,1,0,46,0
JavaRTS,gui,button,button,19,1,6,21,0
JavaRTS,gui,button,checkIfCursorIsOnTop,4,1,2,46,0
JavaRTS,gui,button,draw,140,27,1,52,0
JavaRTS,gui,confirmationIcon,confirmationIcon,11,2,0,23,0
JavaRTS,gui,confirmationIcon,setActive,5,1,3,37,0
JavaRTS,gui,confirmationIcon,updateAndDraw,86,13,0,43,0
JavaRTS,gui,deployGrid,deployGrid,9,1,0,16,0
JavaRTS,gui,deployGrid,makeGrid,41,2,0,27,0
JavaRTS,gui,deployGrid,update,109,21,0,90,0
JavaRTS,gui,deployGrid,draw,10,4,0,151,0
JavaRTS,gui,deployGrid,checkIfBlockIsFree,22,7,1,167,0
JavaRTS,gui,deployGrid,put,7,1,3,198,0
JavaRTS,gui,gameCursor,init,19,4,0,24,0
JavaRTS,gui,gameCursor,updateAndDraw,139,40,1,51,0
JavaRTS,gui,gameCursor,loadTexture,16,1,4,196,0
JavaRTS,gui,gameCursor,drawMinimapAttackIcon,22,7,2,214,0
JavaRTS,gui,gameCursor,drawMinimapMoveIcon,25,7,2,244,0
JavaRTS,gui,gameCursor,drawActionIcon,85,28,3,277,0
JavaRTS,gui,gameCursor,pixelInsideSideArea,7,3,1,404,0
JavaRTS,gui,gameCursor,drawIcon,19,6,3,420,0
JavaRTS,gui,gameCursor,drawSelectionIcon,131,61,2,449,0
JavaRTS,gui,gameMenu,init,90,4,0,48,0
JavaRTS,gui,gameMenu,updateAndDraw,254,59,5,216,0
JavaRTS,gui,gameMenu,drawHighscore,36,10,0,531,0
JavaRTS,gui,gameMenu,drawLoadingScreen,18,5,1,578,0
JavaRTS,gui,gameMenu,quitHighscoreMenu,8,2,0,594,0
JavaRTS,gui,gameMenu,updateButtons,64,21,0,603,0
JavaRTS,gui,gameMenu,drawButtons,5,2,0,658,0
JavaRTS,gui,gameMenu,drawBluredBackground,14,6,0,664,0
JavaRTS,gui,gameMenu,drawMenuFrame,3,1,2,691,0
JavaRTS,gui,gameMenu,drawMenuFrame,3,1,3,695,0
JavaRTS,gui,gameMenu,drawFrame,131,28,3,699,0
JavaRTS,gui,gameMenu,drawTitle,9,4,0,869,0
JavaRTS,gui,gameMenu,drawImage,8,3,5,881,0
JavaRTS,gui,gameMenu,loadTexture,16,1,4,893,0
JavaRTS,gui,inputHandler,processInput,262,76,0,46,0
JavaRTS,gui,inputHandler,readCharacter,5,2,1,432,0
JavaRTS,gui,inputHandler,handleKeyRelease,5,2,1,441,0
JavaRTS,gui,MiniMap,init,19,2,0,20,0
JavaRTS,gui,MiniMap,reset,4,1,0,48,0
JavaRTS,gui,MiniMap,draw,9,3,4,54,0
JavaRTS,gui,MiniMap,drawWarningSigns,24,4,1,80,0
JavaRTS,gui,MiniMap,spawnWarningSign,24,7,2,120,0
JavaRTS,gui,MiniMap,drawViewWindow,15,1,1,147,0
JavaRTS,gui,MiniMap,findCorners,6,1,0,167,0
JavaRTS,gui,MiniMap,drawLine,30,8,6,176,0
JavaRTS,gui,MiniMap,drawUnit,53,13,4,221,0
JavaRTS,gui,MiniMap,createBitmapVision,12,4,1,290,0
JavaRTS,gui,MiniMap,createBitmap,52,15,3,304,0
JavaRTS,gui,MiniMap,drawBackground,17,5,2,370,0
JavaRTS,gui,MiniMap,drawFrame,52,13,1,396,0
JavaRTS,gui,SideBar,init,47,5,0,29,0
JavaRTS,gui,SideBar,draw,6,1,2,87,0
JavaRTS,gui,SideBar,drawCreditAndPowerLevelAndTime,23,3,3,99,0
JavaRTS,gui,SideBar,drawIcon,12,3,3,132,0
JavaRTS,gui,SideBar,calculateOnScreenPlayerMoney,7,4,1,145,0
JavaRTS,gui,SideBar,drawSideBarInfo,258,37,2,160,0
JavaRTS,gui,SideBar,drawInfoBackGround,30,10,6,419,0
JavaRTS,gui,SideBar,prepareProgressBitmaps,11,4,0,457,0
JavaRTS,gui,SideBar,drawIconImage,8,3,4,473,0
JavaRTS,gui,SideBar,drawIconImage,9,4,6,483,0
JavaRTS,gui,SideBar,drawBackground,8,3,1,495,0
JavaRTS,gui,SideBar,drawFrame,101,25,1,505,0
JavaRTS,gui,SideBar,loadTexture,19,2,5,632,0
JavaRTS,gui,textRenderer,init,85,8,0,21,0
JavaRTS,gui,textRenderer,drawMenuText,37,6,8,118,0
JavaRTS,gui,textRenderer,getMenuTextWidth,5,2,1,165,0
JavaRTS,gui,textRenderer,drawFlashingText,22,5,4,172,0
JavaRTS,gui,textRenderer,drawText,19,4,7,205,0
JavaRTS,gui,textRenderer,drawText_outline,39,11,6,230,0
JavaRTS,gui,textRenderer,drawScoreBoardText,47,11,6,285,0
JavaRTS,gui,textRenderer,drawStarCharacter,36,10,6,352,0
JavaRTS,(default package),main,main,3,1,1,5,0
JavaRTS,particles,bullet,bullet,9,1,0,34,0
JavaRTS,particles,bullet,setActive,21,3,5,44,0
JavaRTS,particles,bullet,makePolygons,21,3,0,74,0
JavaRTS,particles,bullet,updateAndDraw,62,14,0,100,0
JavaRTS,particles,bullet,change,6,1,2,186,0
JavaRTS,particles,explosion,explosion,4,1,0,43,0
JavaRTS,particles,explosion,setActive,20,3,8,48,0
JavaRTS,particles,explosion,updateAndDrawExplosionAura,60,9,0,72,0
JavaRTS,particles,explosion,drawExplosionSprite,47,10,0,186,0
JavaRTS,particles,helix,helix,17,3,0,33,0
JavaRTS,particles,helix,setActive,27,2,4,55,0
JavaRTS,particles,helix,updateAndDraw,65,15,0,94,0
JavaRTS,particles,rocket,rocket,9,2,0,49,0
JavaRTS,particles,rocket,setActive,11,1,5,60,0
JavaRTS,particles,rocket,reconstructPolygons,20,4,0,73,0
JavaRTS,particles,rocket,update,91,21,0,101,0
JavaRTS,particles,rocket,draw,9,3,0,235,0
JavaRTS,particles,rocket,makePolygons,52,14,0,249,0
JavaRTS,particles,rocket,put,7,1,3,331,0
JavaRTS,particles,smokeParticle,smokeParticle,4,1,0,35,0
JavaRTS,particles,smokeParticle,setActive,11,2,7,41,0
JavaRTS,particles,smokeParticle,updateAndDraw,147,42,0,58,0
